Age Group Place,Chip Time
322 F 40-44,3:02:20 AM
156 F 50-54,3:02:26 AM
157 F 50-54,3:02:54 AM
484 F 35-39,3:02:55 AM
224 M 40-44,3:03:10 AM
438 F 30-34,3:03:13 AM
135 M 50-54,3:04:53 AM
485 F 35-39,3:05:05 AM
39 F 60-64,3:05:08 AM
439 F 30-34,3:05:18 AM
486 F 35-39,3:05:21 AM
487 F 35-39,3:05:32 AM
248 F 45-49,3:05:34 AM
4 F 70-74,3:05:42 AM
249 F 45-49,3:05:51 AM
449 F 25-29,3:06:00 AM
250 F 45-49,3:06:15 AM
323 F 40-44,3:06:24 AM
488 F 35-39,3:06:39 AM
158 F 50-54,3:06:41 AM
192 M 45-49,3:07:11 AM
251 F 45-49,3:07:12 AM
324 F 40-44,3:07:49 AM
325 F 40-44,3:08:06 AM
440 F 30-34,3:08:06 AM
261 M 30-34,3:08:19 AM
489 F 35-39,3:08:20 AM
441 F 30-34,3:08:45 AM
326 F 40-44,3:09:09 AM
84 F 55-59,3:09:22 AM
490 F 35-39,3:09:22 AM
193 M 45-49,3:09:41 AM
55 F 15-19,3:09:41 AM
252 F 45-49,3:09:42 AM
327 F 40-44,3:09:52 AM
450 F 25-29,3:10:17 AM
491 F 35-39,3:10:17 AM
253 F 45-49,3:10:17 AM
328 F 40-44,3:10:18 AM
159 F 50-54,3:10:19 AM
329 F 40-44,3:10:32 AM
442 F 30-34,3:11:00 AM
443 F 30-34,3:11:15 AM
330 F 40-44,3:11:28 AM
254 F 45-49,3:11:33 AM
331 F 40-44,3:12:01 AM
492 F 35-39,3:12:01 AM
255 F 45-49,3:12:02 AM
332 F 40-44,3:12:08 AM
451 F 25-29,3:12:14 AM
225 M 40-44,3:12:47 AM
333 F 40-44,3:13:11 AM
160 F 50-54,3:13:12 AM
77 M 55-59,3:13:26 AM
136 M 50-54,3:13:38 AM
334 F 40-44,3:13:53 AM
335 F 40-44,3:13:54 AM
444 F 30-34,3:13:54 AM
273 M 35-39,3:14:40 AM
445 F 30-34,3:15:41 AM
78 M 55-59,3:16:41 AM
262 M 30-34,3:16:44 AM
446 F 30-34,3:17:07 AM
161 F 50-54,3:17:15 AM
85 F 55-59,3:18:12 AM
162 F 50-54,3:18:17 AM
447 F 30-34,3:18:27 AM
336 F 40-44,3:18:52 AM
337 F 40-44,3:19:01 AM
448 F 30-34,3:20:49 AM
256 F 45-49,3:20:52 AM
5 F 70-74,3:21:08 AM
338 F 40-44,3:21:12 AM
1 F 75-79,3:21:34 AM
163 F 50-54,3:21:34 AM
137 M 50-54,3:21:43 AM
164 F 50-54,3:21:46 AM
263 M 30-34,3:21:47 AM
165 F 50-54,3:21:49 AM
8 F 65-69,3:21:58 AM
86 F 55-59,3:21:59 AM
79 M 55-59,3:22:33 AM
257 F 45-49,3:22:43 AM
166 F 50-54,3:22:43 AM
251 F 20-24,3:23:26 AM
167 F 50-54,3:23:33 AM
449 F 30-34,3:23:34 AM
206 M 25-29,3:23:34 AM
450 F 30-34,3:24:56 AM
493 F 35-39,3:26:03 AM
452 F 25-29,3:26:34 AM
494 F 35-39,3:27:00 AM
451 F 30-34,3:27:49 AM
495 F 35-39,3:28:15 AM
168 F 50-54,3:28:21 AM
258 F 45-49,3:30:28 AM
496 F 35-39,3:31:01 AM
339 F 40-44,3:32:13 AM
497 F 35-39,3:32:41 AM
259 F 45-49,3:32:44 AM
498 F 35-39,3:32:44 AM
260 F 45-49,3:32:44 AM
40 F 60-64,3:32:48 AM
41 F 60-64,3:37:17 AM
169 F 50-54,3:37:19 AM
9 F 65-69,3:37:22 AM
87 F 55-59,3:37:23 AM
261 F 45-49,3:38:41 AM
340 F 40-44,3:47:39 AM
341 F 40-44,3:47:39 AM
170 F 50-54,4:02:00 AM
